AGRI,Crop,GW,P,SSEBop,SW,URBAN,WS_PA,WS_PA_EA,YEAR
0.22729352,0.0,101.44237,52.383,8.0,0.046125203,0.13604315,1.1294359,-0.99484897,2004
0.22445163,0.0,0.0,67.81,3.0,0.03761886,0.16120996,1.1294359,-0.99484897,2004
0.22703385,0.0,0.0,85.809,4.0,0.029774932,0.19264537,1.1294359,-0.99484897,2004
0.23146735,0.0,0.0,89.495,252.0,0.023096945,0.23316588,1.1083353,-0.98997766,2004
0.23474291,0.0,0.0,55.178,674.0,0.017916817,0.28513393,1.1083353,-0.98997766,2004
0.23540391,0.0,0.0,53.392998,15.0,0.0144257555,0.34898555,1.1083353,-0.98997766,2004
0.23371384,0.0,0.0,56.556,138.0,0.012723142,0.4221341,1.1083353,-0.98997766,2004
0.23130734,0.0,0.0,61.425,86.0,0.012855802,0.49864832,1.1083353,-0.98997766,2004
0.23075923,0.0,0.0,65.142,0.0,0.014859248,0.5699227,1.1083353,-0.98997766,2004
0.23528838,1.2,0.0,66.832,390.0,0.018755259,0.6263098,1.1083353,-0.98997766,2004
0.24834527,0.0,186.18253,67.292,561.0,0.024538768,0.65931106,1.1083353,-0.98997766,2004
0.2722964,0.0,73.74079,69.789,313.0,0.032147255,0.66366,1.1083353,-0.98997766,2004
0.30620238,0.0,90.653625,70.738,680.0,0.04142661,0.6384656,1.1083353,-0.98997766,2004
0.3440973,0.0,194.8803,69.951004,485.0,0.05210525,0.58706003,1.1083353,-0.98997766,2004
0.37551996,1.2,139.31174,75.602,383.0,0.06378533,0.5158107,1.1083353,-0.98997766,2004
0.38897076,1.2,147.58221,82.736,602.0,0.07595456,0.43263334,1.1083353,-0.98997766,2004
0.37671804,0.0,187.78952,87.787,593.0,0.08800572,0.34573656,1.1083353,-0.98997766,2004
0.33829635,0.0,0.0,90.774,15.0,0.099328525,0.2626486,1.1083353,-0.98997766,2004
0.28068691,0.0,0.0,93.988,11.0,0.10926923,0.18936098,1.1083353,-0.98997766,2004
0.21508645,0.0,0.0,96.244,14.0,0.11724651,0.12958488,1.1083353,-0.98997766,2004
0.15248913,0.0,12.212619,102.01,10.0,0.122767866,0.08446456,1.1083353,-0.98997766,2004
0.10033422,0.0,0.0,133.488,37.0,0.12546532,0.05297131,1.1083353,-0.98997766,2004
0.061490227,0.0,0.0,162.255,380.0,0.12512659,0.032834355,1.1083353,-0.98997766,2004
0.03520831,0.0,2.900016,151.19,291.0,0.12172056,0.021498444,1.1083353,-0.98997766,2004
0.01885976,0.0,0.69048,142.396,319.0,0.11541487,0.016730554,1.1083353,-0.98997766,2004
0.21021597,0.0,0.0,35.95,0.0,0.058788743,0.03223841,1.1294359,-0.99484897,2004
0.2526289,0.0,0.0,32.736,5.0,0.0676553,0.036227547,1.1294359,-0.99484897,2004
0.24412213,0.0,0.0,47.389,16.0,0.07523156,0.058721654,1.1294359,-0.99484897,2004
0.21183364,0.0,0.0,53.755,10.0,0.068265714,0.06860844,1.1294359,-0.99484897,2004
0.18758301,0.0,98.93296,53.277,8.0,0.059589516,0.08137867,1.1294359,-0.99484897,2004
0.17574252,0.0,93.08509,55.047,9.0,0.050080694,0.09700707,1.1294359,-0.99484897,2004
0.1768313,0.0,0.0,65.03,7.0,0.04060206,0.115994886,1.1294359,-0.99484897,2004
0.18858401,0.0,0.0,68.59,3.0,0.031873625,0.13980015,1.1294359,-0.99484897,2004
0.20728989,0.0,0.0,80.617,10.0,0.024440022,0.17069674,1.1294359,-0.99484897,2004
0.22880621,0.0,0.0,59.783,79.0,0.018646723,0.21094571,1.0844251,-0.9926471,2004
0.24934566,0.0,0.0,55.048,0.0,0.014672063,0.26153302,1.1083353,-0.98997766,2004
0.26596406,0.0,0.0,56.962,1.0,0.012579897,0.32107458,1.1083353,-0.98997766,2004
0.2771446,0.0,0.0,59.246,0.0,0.012366208,0.38529366,1.1083353,-0.98997766,2004
0.2835332,0.0,0.0,62.594,0.0,0.014001763,0.44733807,1.1083353,-0.98997766,2004
0.2884685,0.0,0.0,65.761,0.0,0.017436553,0.49901918,1.1083353,-0.98997766,2004
0.2976222,0.0,356.2793,67.071,438.0,0.02258906,0.5326765,1.1083353,-0.98997766,2004
0.3167951,0.0,62.176743,71.877,453.0,0.029319018,0.54308605,1.1083353,-0.98997766,2004
0.3482792,0.0,42.449825,74.183,125.0,0.03739809,0.5286616,1.1083353,-0.98997766,2004
0.38780126,0.0,267.86905,78.621,318.0,0.04649132,0.49154928,1.1083353,-0.98997766,2004
0.4244215,0.0,131.22879,80.387,2.0,0.05615858,0.43675914,1.1083353,-0.98997766,2004
0.444331,1.2,265.09006,83.397,692.0,0.065878764,0.37091362,1.1083353,-0.98997766,2004
0.4368162,1.15,14.635711,85.428,495.0,0.075080715,0.30105314,1.1083353,-0.98997766,2004
0.39910966,0.0,27.03032,86.953,28.0,0.08324981,0.23362128,1.1083353,-0.98997766,2004
0.33742666,0.0,0.0,91.300995,57.0,0.0898817,0.17360018,1.1083353,-0.98997766,2004
0.26381266,0.0,18.978336,93.793,26.0,0.09459922,0.123905115,1.1083353,-0.98997766,2004
0.19106527,0.0,0.0,95.276,17.0,0.09714935,0.08530261,1.1083353,-0.98997766,2004
0.12855926,0.0,0.0,127.58,10.0,0.097412035,0.05695315,1.1083353,-0.98997766,2004
0.080614924,0.0,0.0,160.759,170.0,0.09539837,0.037265733,1.1083353,-0.98997766,2004
0.04721088,0.0,0.0,180.442,276.0,0.091243066,0.02461903,1.1083353,-0.98997766,2004
0.025828691,0.0,0.0,177.708,402.0,0.08519477,0.017683798,1.1083353,-0.98997766,2004
0.013173754,0.0,0.0,172.687,353.0,0.077601,0.01537025,1.1083353,-0.98997766,2004
0.1764652,0.0,0.0,58.122,12.0,0.07211582,0.048350554,1.1294359,-0.99484897,2004
0.14846563,0.0,0.0,59.009,0.0,0.0628463,0.05799279,1.1294359,-0.99484897,2004
0.13710172,0.0,0.0,57.788002,0.0,0.052702356,0.07014532,1.1294359,-0.99484897,2004
0.14358012,0.0,0.0,60.847,8.0,0.04260128,0.08476302,1.1294359,-0.99484897,2004
0.16622783,0.0,0.0,63.375,4.0,0.03331114,0.10258485,1.1294359,-0.99484897,2004
0.20130785,0.0,0.0,66.419,6.0,0.025405917,0.12522487,1.1294359,-0.99484897,2004
0.2434212,0.0,0.0,67.745,76.0,0.019244028,0.1546165,1.1294359,-0.99484897,2004
0.28602865,0.0,0.0,55.88,25.0,0.015000706,0.1919766,1.0844251,-0.9926471,2004
0.3223436,0.0,0.0,56.038002,0.0,0.012722466,0.23679101,1.0844251,-0.9926471,2004
0.34706,0.0,0.0,56.065002,0.0,0.012377604,0.2862351,1.1083353,-0.98997766,2004
0.3584838,0.0,0.0,59.304,44.0,0.013897826,0.33528376,1.1083353,-0.98997766,2004
0.36003983,0.0,0.0,63.977,23.0,0.01718547,0.37761703,1.1083353,-0.98997766,2004
0.3599534,0.0,0.0,67.388,0.0,0.022102317,0.40708497,1.1083353,-0.98997766,2004
0.36805677,0.0,0.0,77.092995,0.0,0.028443197,0.41925657,1.1083353,-0.98997766,2004
0.390611,0.0,0.0,87.114,3.0,0.035909697,0.41247517,1.1083353,-0.98997766,2004
0.42581934,0.0,0.0,101.438,135.0,0.04409804,0.38805854,1.1083353,-0.98997766,2004
0.46299934,0.0,0.0,99.097,6.0,0.052510764,0.3497024,1.1083353,-0.98997766,2004
0.48658818,0.0,58.074303,86.927,0.0,0.06059416,0.30248585,1.1083353,-0.98997766,2004
0.4831046,1.2,103.67064,84.4,517.0,0.067782335,0.2518169,1.1083353,-0.98997766,2004
0.44725472,1.2,13.881607,82.078,799.0,0.073618524,0.20248622,1.1083353,-0.98997766,2004
0.38388503,0.0,2.408345,84.366,127.0,0.07770782,0.15793613,1.1083353,-0.98997766,2004
0.30511642,0.0,0.0,88.239,9.0,0.07983476,0.11991717,1.1083353,-0.98997766,2004
0.22487326,0.0,0.0,87.404,7.0,0.07994392,0.08868504,1.1083353,-0.98997766,2004
0.15406543,0.0,0.0,117.931,27.0,0.07812502,0.063681796,1.1083353,-0.98997766,2004
0.098370686,0.0,0.0,137.575,101.0,0.074582,0.044234965,1.1083353,-0.98997766,2004
0.15302394,0.0,0.0,61.623,18.0,0.07338376,0.034674443,1.1294359,-0.99484897,2004
0.12277843,0.0,0.0,61.5,10.0,0.06390086,0.042578742,1.1294359,-0.99484897,2004
0.11322362,0.0,0.0,58.509003,0.0,0.053533938,0.05255953,1.1294359,-0.99484897,2004
0.12625903,0.0,0.0,58.896,2.0,0.043221243,0.06412739,1.1294359,-0.99484897,2004
0.1609493,0.0,0.0,59.234,10.0,0.03375223,0.07741018,1.1294359,-0.99484897,2004
0.21368301,0.0,0.0,63.432,0.0,0.025715176,0.09340665,1.1294359,-0.99484897,2004
0.27781457,0.0,0.0,66.037,10.0,0.019478315,0.11364884,1.0844251,-0.9926471,2004
0.34383705,0.0,0.0,56.545,0.0,0.01522185,0.13937207,1.0844251,-0.9926471,2004
0.40071258,0.0,0.0,56.679,0.0,0.012991931,0.1706199,1.0844251,-0.9926471,2004
0.43888506,0.0,0.0,57.442,0.0,0.012751412,0.20570421,1.0844251,-0.9926471,2004
0.45399225,0.0,0.0,58.554,27.0,0.01441773,0.2412303,1.1083353,-0.98997766,2004
0.44947958,0.0,0.0,63.338997,165.0,0.01786887,0.27275136,1.1083353,-0.98997766,2004
0.43630087,0.0,0.0,69.065,43.0,0.022928847,0.29584482,1.1083353,-0.98997766,2004
0.4286313,0.0,0.0,85.823,0.0,0.029339693,0.3072362,1.1083353,-0.98997766,2004
0.4370532,0.0,0.0,95.323,31.0,0.036736485,0.30560082,1.1083353,-0.98997766,2004
0.462635,0.0,0.0,113.797,1.0,0.044640847,0.2917637,1.1083353,-0.98997766,2004
0.4954263,0.0,0.0,118.270996,62.0,0.052483063,0.26829493,1.1083353,-0.98997766,2004
0.51867086,0.0,0.0,87.626,0.0,0.05965373,0.23873739,1.1083353,-0.98997766,2004
0.5166343,0.0,0.0,81.106,10.0,0.0655632,0.20671904,1.1083353,-0.98997766,2004
0.48176435,1.15,79.8042,80.607,412.0,0.06977737,0.17515258,1.1083353,-0.98997766,2004
0.41743055,0.0,161.66095,81.188995,639.0,0.07197548,0.14574096,1.1083353,-0.98997766,2004
0.33537707,0.0,0.0,82.96,74.0,0.072067186,0.11896535,1.1083353,-0.98997766,2004
0.25005114,0.0,0.0,79.469,14.0,0.07016027,0.094577916,1.1083353,-0.98997766,2004
0.17335404,0.0,0.0,86.547,56.0,0.06652439,0.072382145,1.1083353,-0.98997766,2004
0.10735335,0.0,0.0,65.188,12.0,0.062537774,0.032494385,1.1294359,-0.99484897,2004
0.10059857,0.0,0.0,60.527,3.0,0.052376315,0.041032735,1.1294359,-0.99484897,2004
0.12056258,0.0,0.0,59.665,4.0,0.042280737,0.050411373,1.1294359,-0.99484897,2004
0.1671769,0.0,8.869709,58.767998,0.0,0.033033386,0.06033167,1.1294359,-0.99484897,2004
0.2371951,0.0,0.0,59.993,0.0,0.02521983,0.07131901,1.1294359,-0.99484897,2004
0.32297423,0.0,0.0,58.565,18.0,0.019212905,0.084544525,1.0844251,-0.9926471,2004
0.41219616,1.2,126.185715,57.918,269.0,0.015203461,0.10116422,1.0844251,-0.9926471,2004
0.4895853,0.0,90.15011,57.6,190.0,0.013251563,0.12154783,1.0844251,-0.9926471,2004
0.5412154,0.0,149.33801,57.801,211.0,0.013334049,0.14481604,1.0844251,-0.9926471,2004
0.55987793,1.2,372.72607,59.475998,642.0,0.015375987,0.16884653,1.0844251,-0.9926471,2004
0.54887766,0.0,0.19728,64.701004,1.0,0.019251786,0.19075437,1.1083353,-0.98997766,2004
0.5217479,1.2,0.0,71.813995,835.0,0.024764882,0.20765264,1.1083353,-0.98997766,2004
0.49683487,0.0,0.0,93.256996,710.0,0.031616032,0.21740076,1.1083353,-0.98997766,2004
0.48884955,0.0,0.0,98.451004,29.0,0.03937823,0.21914937,1.1083353,-0.98997766,2004
0.50161934,0.0,0.0,102.422,36.0,0.047495194,0.2134836,1.1083353,-0.98997766,2004
0.5260713,0.0,0.0,99.826004,10.0,0.055313937,0.20212099,1.1083353,-0.98997766,2004
0.54474455,0.0,0.0,81.087006,0.0,0.062151432,0.18728715,1.1083353,-0.98997766,2004
0.5403834,0.0,0.0,80.794,2.0,0.06737127,0.17098184,1.1083353,-0.98997766,2004
0.5038877,0.0,7.98984,81.437,8.0,0.07053324,0.15436643,1.1083353,-0.98997766,2004
0.43756583,0.0,112.78745,79.843,21.0,0.07136208,0.137556,1.1083353,-0.98997766,2004
0.35276395,0.0,0.0,79.449,0.0,0.06986273,0.119938195,1.1083353,-0.98997766,2004
0.26407105,1.0,40.572605,75.022,350.0,0.06627806,0.10090848,1.1083353,-0.98997766,2004
0.18382265,0.0,54.812275,75.269005,19.0,0.061033662,0.080677114,1.1083353,-0.98997766,2004
0.09694087,0.0,0.0,64.743004,24.0,0.05886084,0.025447909,1.1294359,-0.99484897,2004
0.09345695,0.0,0.0,61.256,3.0,0.049302984,0.03281336,1.1294359,-0.99484897,2004
0.11956887,0.0,0.0,62.852997,6.0,0.03982315,0.04047587,1.1294359,-0.99484897,2004
0.17616065,0.0,0.0,61.293,6.0,0.031169234,0.047916066,1.1294359,-0.99484897,2004
0.26065105,0.0,0.0,59.798,11.0,0.023906995,0.055365548,1.1294359,-0.99484897,2004
0.36491144,0.0,0.0,60.737,0.0,0.018407164,0.06373482,1.0844251,-0.9926471,2004
0.47445408,1.2,3.077568,59.676,358.0,0.014874079,0.07408287,1.0844251,-0.9926471,2004
0.57039833,0.0,55.18514,59.456,603.0,0.013392043,0.08695506,1.0844251,-0.9926471,2004
0.63489014,0.0,82.34171,59.274,572.0,0.013966751,0.10199032,1.0844251,-0.9926471,2004
0.6579938,1.2,564.2029,63.182,720.0,0.01654809,0.11792438,1.0844251,-0.9926471,2004
0.64261687,0.0,0.0,69.353,7.0,0.021023722,0.13295451,1.0844251,-0.9926471,2004
0.6042686,0.0,0.0,75.928,0.0,0.02719121,0.1452887,1.1083353,-0.98997766,2004
0.56464005,0.0,0.0,91.681,0.0,0.03472124,0.15363711,1.1083353,-0.98997766,2004
0.5417289,0.0,0.0,93.822,3.0,0.043131493,0.15756817,1.1083353,-0.98997766,2004
0.5415259,0.0,0.0,87.633,6.0,0.05178943,0.15757988,1.1083353,-0.98997766,2004
0.5557156,0.0,0.0,77.789,1.0,0.05995508,0.1548213,1.1083353,-0.98997766,2004
0.5665753,1.2,11.283923,81.828995,433.0,0.06686275,0.15053788,1.1083353,-0.98997766,2004
0.5561993,0.0,126.83033,84.522,164.0,0.07181565,0.14546145,1.1083353,-0.98997766,2004
0.514928,0.0,296.87732,84.078995,265.0,0.07434773,0.1393997,1.1083353,-0.98997766,2004
0.44476846,0.0,517.5488,80.297,457.0,0.07420832,0.13130987,1.1083353,-0.98997766,2004
0.35697076,0.0,265.90137,79.838,229.0,0.07147367,0.119878724,1.1083353,-0.98997766,2004
0.26610106,0.0,132.4099,78.701996,8.0,0.066497825,0.10438594,1.1083353,-0.98997766,2004
0.18443976,0.0,0.0,83.387,13.0,0.05984042,0.08544223,1.1083353,-0.98997766,2004
0.1190269,0.0,0.0,93.176,7.0,0.052164305,0.065032996,1.1083353,-0.98997766,2004
0.086644985,0.0,0.0,65.914,8.0,0.044628453,0.026038963,1.1294359,-0.99484897,2004
0.116947934,0.0,0.0,66.987,0.0,0.03608945,0.032199726,1.1294359,-0.99484897,2004
0.1796666,0.0,0.0,64.132996,10.0,0.028330432,0.037788518,1.1294359,-0.99484897,2004
0.27314952,0.0,0.0,62.029,14.0,0.021881958,0.042913623,1.1294359,-0.99484897,2004
0.3894675,0.0,0.0,62.843,0.0,0.017105248,0.04833315,1.0844251,-0.9926471,2004
0.51306653,0.0,108.900635,61.953003,21.0,0.014217961,0.055021763,1.0844251,-0.9926471,2004
0.6227844,0.0,171.54729,62.396,467.0,0.013334137,0.063597694,1.0844251,-0.9926471,2004
0.69799024,1.2,230.37125,63.743,965.0,0.014497394,0.07397479,1.0844251,-0.9926471,2004
0.7265877,1.2,288.4806,70.204,850.0,0.017693652,0.08535572,1.0844251,-0.9926471,2004
0.71082085,0.0,7.1144104,74.867,6.0,0.022835685,0.09652498,1.0844251,-0.9926471,2004
0.66712075,0.0,0.0,77.975,0.0,0.029726932,0.10628834,1.0844251,-0.9926471,2004
0.6190149,0.0,0.0,88.172,0.0,0.038019158,0.1138398,1.0844251,-0.9926471,2004
0.586309,0.0,0.626364,86.479004,0.0,0.047184806,0.119015716,1.1083353,-0.98997766,2004
0.5761533,0.0,0.0,76.813,1.0,0.056523513,0.122301295,1.0844251,-0.9926471,2004
0.5807155,0.0,0.0,74.665,14.0,0.06521418,0.12452227,1.1083353,-0.98997766,2004
0.5824587,1.15,670.025,86.034996,543.0,0.072410636,0.12630421,1.1083353,-0.98997766,2004
0.5637583,0.0,125.20755,87.753,471.0,0.07735348,0.12756036,1.1083353,-0.98997766,2004
0.5154466,1.2,62.215206,86.687,312.0,0.07954152,0.12727459,1.1083353,-0.98997766,2004
0.44006252,1.2,225.2751,80.614,324.0,0.07873532,0.123805635,1.1083353,-0.98997766,2004
0.3491588,0.0,155.72446,81.071,12.0,0.075063236,0.11561378,1.1083353,-0.98997766,2004
0.25722614,0.0,0.0,82.087,0.0,0.06896792,0.102111764,1.1083353,-0.98997766,2004
0.17610538,0.0,0.0,91.297,6.0,0.061120104,0.084243566,1.1083353,-0.98997766,2004
0.11220215,0.0,0.0,104.058,18.0,0.05229783,0.064344436,1.1083353,-0.98997766,2004
0.10895796,0.0,0.0,90.380005,37.0,0.031447314,0.02461452,1.1294359,-0.99484897,2004
0.17262846,0.0,0.0,69.591,15.0,0.024785222,0.02880585,1.1294359,-0.99484897,2004
0.26765135,0.0,0.0,65.156,4.0,0.019322066,0.032532517,1.1294359,-0.99484897,2004
0.38698545,0.0,0.0,66.591995,8.0,0.015402167,0.0364817,1.0844251,-0.9926471,2004
0.51538527,0.0,0.0,66.188,44.0,0.013253426,0.041552205,1.0844251,-0.9926471,2004
0.6312648,1.2,448.20255,67.07,650.0,0.01301992,0.048353612,1.0844251,-0.9926471,2004
0.7130068,1.2,42.71507,71.911,1022.0,0.014785793,0.056882117,1.0844251,-0.9926471,2004
0.74740857,1.2,323.409,76.289,703.0,0.018577583,0.06649602,1.0844251,-0.9926471,2004
0.7359124,1.2,311.56033,81.404,644.0,0.024339529,0.07617034,1.0844251,-0.9926471,2004
0.6945594,0.0,0.0,85.572,2.0,0.031889465,0.08490431,1.0844251,-0.9926471,2004
0.64672697,0.0,0.0,91.673,7.0,0.04087136,0.09206571,1.0844251,-0.9926471,2004
0.61209166,0.0,0.0,92.762,0.0,0.05072619,0.09761251,1.0844251,-0.9926471,2004
0.597683,0.0,0.0,91.779,0.0,0.06070152,0.10204949,1.0844251,-0.9926471,2004
0.59578544,0.0,359.72427,89.816,8.0,0.06991124,0.10606755,1.1083353,-0.98997766,2004
0.58947855,1.2,356.19708,88.37,519.0,0.077442765,0.10999202,1.1083353,-0.98997766,2004
0.56229234,1.15,651.11,87.554,725.0,0.08248355,0.11334905,1.1083353,-0.98997766,2004
0.50647324,0.0,294.7758,86.305,656.0,0.08449837,0.11481155,1.1083353,-0.98997766,2004
0.42577395,0.0,181.45717,79.972,75.0,0.08325245,0.11265554,1.1083353,-0.98997766,2004
0.33236063,0.0,0.0,80.514,0.0,0.07891028,0.10551411,1.1083353,-0.98997766,2004
0.24061614,0.0,0.4063968,80.788,44.0,0.071980216,0.09309925,1.1083353,-0.98997766,2004
0.16168341,0.0,0.0,93.891,9.0,0.06321744,0.07656741,1.1083353,-0.98997766,2004
0.101002395,0.0,0.0,104.933,41.0,0.053488962,0.058250062,1.1083353,-0.98997766,2004
0.058721356,0.0,0.0,121.379,62.0,0.04363437,0.04090795,1.1083353,-0.98997766,2004
0.1541479,0.0,0.0,70.52,0.0,0.020900145,0.020824855,1.1294359,-0.99484897,2004
0.24282795,0.0,0.11836801,68.129,6.0,0.016492255,0.02378936,1.0844251,-0.9926471,2004
0.35530704,0.0,0.0,68.704,27.0,0.013470609,0.02723391,1.0844251,-0.9926471,2004
0.4779836,0.0,0.0,67.552,29.0,0.012068155,0.03197652,1.0844251,-0.9926471,2004
0.5908543,0.85,524.1143,68.208,457.0,0.01245495,0.038554747,1.0844251,-0.9926471,2004
0.673412,1.2,365.55002,73.221,802.0,0.014752675,0.046916652,1.0844251,-0.9926471,2004
0.7127434,1.2,592.897,80.65,770.0,0.019027244,0.056379873,1.0844251,-0.9926471,2004
0.70959,1.15,698.50134,87.509,860.0,0.02525583,0.06587102,1.0844251,-0.9926471,2004
0.6783645,0.0,52.728012,95.298,0.0,0.033276323,0.07434326,1.0844251,-0.9926471,2004
0.6402465,1.2,107.42785,109.554,331.0,0.04273595,0.08115189,1.0844251,-0.9926471,2004
0.6127366,0.0,141.14299,116.594,80.0,0.05306124,0.08628202,1.0844251,-0.9926471,2004
0.60136724,1.2,928.58685,119.432,672.0,0.06346988,0.09027257,1.0844251,-0.9926471,2004
0.59808636,0.0,432.54425,111.326004,618.0,0.073035896,0.093807556,1.1083353,-0.98997766,2004
0.586892,1.15,255.72055,89.684,644.0,0.08080473,0.097152,1.1083353,-0.98997766,2004
0.55313534,0.0,409.92862,85.807,554.0,0.08593024,0.099777915,1.1083353,-0.98997766,2004
0.49113342,0.0,332.82645,83.279,317.0,0.08785316,0.10042504,1.1083353,-0.98997766,2004
0.40628356,0.0,108.11733,77.827,25.0,0.08634221,0.09762834,1.1083353,-0.98997766,2004
0.31153044,0.0,0.0,78.739,0.0,0.08158415,0.090413064,1.1083353,-0.98997766,2004
0.22112204,0.0,0.0,78.873,0.0,0.07412875,0.07883118,1.1083353,-0.98997766,2004
0.14539713,0.0,3.9416544,92.578,34.0,0.06478468,0.064111985,1.1083353,-0.98997766,2004
0.088735074,0.0,0.0,102.568,119.0,0.054475654,0.048320923,1.1083353,-0.98997766,2004
0.050356146,0.0,0.0,119.47,97.0,0.044092,0.03372153,1.1083353,-0.98997766,2004
0.026590511,0.0,0.0,136.185,238.0,0.03437032,0.02207901,1.1083353,-0.98997766,2004
0.12701963,0.0,0.0,64.456,4.0,0.016977286,0.014163289,1.0844251,-0.9926471,2004
0.20288347,0.0,0.0,65.034,4.0,0.01360056,0.016727205,1.0844251,-0.9926471,2004
0.3001216,0.0,0.0,77.761,6.0,0.011436968,0.02012257,1.0844251,-0.9926471,2004
0.407756,0.0,0.0,79.618,1.0,0.01071763,0.02507484,1.0844251,-0.9926471,2004
0.50903964,0.0,0.0,72.203995,0.0,0.011630668,0.032013897,1.0844251,-0.9926471,2004
0.586477,0.0,596.7568,72.818,312.0,0.014327249,0.040782936,1.0844251,-0.9926471,2004
0.62886286,1.2,378.6908,80.05,971.0,0.018906102,0.05058835,1.0844251,-0.9926471,2004
0.6365876,1.0,310.70258,90.939,922.0,0.025374308,0.060233124,1.0844251,-0.9926471,2004
0.62159693,0.0,153.90404,109.625,96.0,0.033592567,0.06855136,1.0844251,-0.9926471,2004
0.60125244,0.0,80.53117,116.915,178.0,0.043221813,0.07482442,1.0844251,-0.9926471,2004
0.58916026,0.0,15.780427,122.623,291.0,0.053693082,0.07902623,1.0844251,-0.9926471,2004
0.58812267,0.0,180.85002,124.705,229.0,0.06422082,0.08173243,1.0844251,-0.9926471,2004
0.5892345,0.0,280.77188,115.529,383.0,0.07387074,0.08368395,1.0844251,-0.9926471,2004
0.5774796,0.0,231.72952,87.746,491.0,0.08167817,0.08521943,1.1083353,-0.98997766,2004
0.5403695,1.2,453.4102,81.803,363.0,0.086790234,0.085939586,1.1083353,-0.98997766,2004
0.47461617,0.0,85.14014,75.725,523.0,0.08864016,0.084831335,1.1083353,-0.98997766,2004
0.38743597,0.0,0.0,74.226,0.0,0.08700282,0.0808077,1.1083353,-0.98997766,2004
0.2925915,0.0,0.0,76.125,32.0,0.08207502,0.073311575,1.1083353,-0.98997766,2004
0.20418935,0.0,0.0,79.098,27.0,0.074422635,0.062675886,1.1083353,-0.98997766,2004
0.13180542,0.0,0.0,89.579,6.0,0.0648739,0.05009847,1.1083353,-0.98997766,2004
0.07888036,0.0,0.0,98.787994,47.0,0.054372296,0.037271213,1.1083353,-0.98997766,2004
0.04388501,0.0,0.0,113.709,96.0,0.043825142,0.025880195,1.1083353,-0.98997766,2004
0.022737984,0.0,0.0,130.611,151.0,0.033980746,0.01713521,1.1083353,-0.98997766,2004
0.004941976,0.0,0.0,150.081,205.0,0.018216498,0.008981766,1.1083353,-0.98997766,2004
0.056854546,0.0,0.0,71.342,0.0,0.016512908,0.0072924863,1.1294359,-0.99484897,2004
0.09616605,0.0,0.0,65.352,0.0,0.013292248,0.009088338,1.0844251,-0.9926471,2004
0.15555365,0.0,0.0,63.593002,0.0,0.01084727,0.011382278,1.0844251,-0.9926471,2004
0.23254049,0.0,0.0,103.182,51.0,0.009437093,0.014769373,1.0844251,-0.9926471,2004
0.3191989,0.0,0.0,122.17,10.0,0.00928359,0.01987244,1.0844251,-0.9926471,2004
0.402995,0.0,0.0,91.086,4.0,0.0105829025,0.027010659,1.0844251,-0.9926471,2004
0.47068676,0.0,0.0,74.773,34.0,0.013504585,0.035935562,1.0844251,-0.9926471,2004
0.5138513,0.0,127.36693,76.433,238.0,0.018170292,0.04577927,1.0844251,-0.9926471,2004
0.53300774,0.0,251.51523,84.401,464.0,0.024610935,0.055276696,1.0844251,-0.9926471,2004
0.53736466,0.0,109.54712,99.887,576.0,0.03271053,0.063197844,1.0844251,-0.9926471,2004
0.5396307,0.0,0.0,102.659004,0.0,0.042153005,0.0687827,1.0844251,-0.9926471,2004
0.54850817,0.0,0.133164,102.794,0.0,0.05239298,0.0719976,1.0844251,-0.9926471,2004
0.5632522,0.0,0.0,99.806,20.0,0.062669665,0.073442735,1.0844251,-0.9926471,2004
0.573647,0.0,0.0,93.409004,0.0,0.07207435,0.073910676,1.0844251,-0.9926471,2004
0.565517,0.0,107.117134,68.441,121.0,0.07966733,0.07382572,1.1083353,-0.98997766,2004
0.5285339,0.0,143.25684,58.662,180.0,0.08461903,0.0729306,1.1083353,-0.98997766,2004
0.4617983,0.0,0.0,57.596,39.0,0.086375125,0.070440754,1.1083353,-0.98997766,2004
0.37427223,0.0,0.0,69.115,0.0,0.08472159,0.06557782,1.1083353,-0.98997766,2004
0.28044015,0.0,0.0,75.601,4.0,0.07985456,0.05809986,1.1083353,-0.98997766,2004
0.19423737,0.0,0.0,78.037,30.0,0.07233127,0.04853553,1.1083353,-0.98997766,2004
0.124591276,0.0,0.0,84.639,9.0,0.06296513,0.038031116,1.1083353,-0.98997766,2004
0.07425967,0.0,0.0,90.385,50.0,0.052681424,0.027960358,1.1083353,-0.98997766,2004
0.041286934,0.0,0.0,97.252,112.0,0.042368744,0.019534625,1.1083353,-0.98997766,2004
0.021474468,0.0,0.0,106.93,137.0,0.032758776,0.013515094,1.1083353,-0.98997766,2004
0.010468503,0.0,0.0,132.569,235.0,0.02435501,0.010136467,1.1083353,-0.98997766,2004
0.004779081,0.0,0.0,157.79001,114.0,0.017415691,0.0091599375,1.1083353,-0.98997766,2004
0.0020354076,0.0,0.0,173.508,206.0,0.0119822025,0.009949522,1.1083353,-0.98997766,2004
0.038755916,0.0,0.0,80.953995,0.0,0.012335729,0.0042046527,1.0844251,-0.9926471,2004
0.06670222,0.0,0.0,67.469,0.0,0.010037978,0.005559286,1.0844251,-0.9926471,2004
0.10917816,0.0,0.0,64.922,14.0,0.008376677,0.0075630355,1.0844251,-0.9926471,2004
0.16495726,0.0,0.0,106.014,84.0,0.0075759827,0.010741562,1.0844251,-0.9926471,2004
